TransactionID,CustomerID,TransactionTime,TransactionAmount,MerchantCategory,TransactionMode,Location,AccountAgeDays,RiskScore,IsFraud,Hour,DayOfWeek
5862,C002965,12:37.6,39.67,healthcare,online,"Berlin,DE",3439,44.34,0,23,Thursday
5863,C002522,38:44.6,165.86,healthcare,online,"Remote,Unknown",1577,44.66,0,20,Tuesday
5864,C001870,06:01.6,11.51,entertainment,pos,"Bengaluru,IN",944,0.02,0,11,Sunday
5865,C002569,40:33.6,936.36,others,pos,"Remote,Unknown",228,53.96,1,11,Sunday
5866,C001868,07:08.6,152.51,restaurants,online,"San Francisco,US",1977,22.5,0,16,Friday
5867,C002739,33:23.6,7.24,travel,pos,"Mumbai,IN",2219,0.01,0,23,Monday
5868,C003270,03:11.6,23.32,travel,online,"Mumbai,IN",1521,22.18,0,12,Wednesday
5869,C003200,51:40.6,145.37,gaming,pos,"Berlin,DE",3317,22.48,0,6,Wednesday
5870,C002580,54:24.6,223.99,restaurants,pos,"London,UK",1985,22.68,0,9,Tuesday
5871,C004006,01:14.6,11.86,education,pos,"London,UK",3465,22.15,0,19,Thursday
5872,C004936,05:06.6,128.46,healthcare,pos,"Remote,Unknown",524,44.56,0,4,Tuesday
5873,C000241,34:12.6,5.28,utilities,atm,"Bengaluru,IN",1751,0.01,0,10,Monday
5874,C003441,25:35.6,49.05,groceries,online,"Bengaluru,IN",2346,22.24,0,21,Friday
5875,C004632,24:30.6,207.36,fuel,atm,"Toronto,CA",2505,22.64,0,14,Saturday
5876,C001408,50:03.6,28.17,others,online,"Singapore,SG",1461,44.31,0,10,Monday
5877,C003503,45:05.6,8.95,telecom,pos,"Sydney,AU",3418,44.26,0,0,Wednesday
5878,C004039,07:20.6,65.07,fuel,pos,"Bengaluru,IN",478,0.16,0,18,Friday
5879,C000083,21:22.6,26.43,entertainment,pos,"Remote,Unknown",1209,22.18,0,16,Saturday
5880,C003769,00:55.6,116.22,others,pos,"Mumbai,IN",2320,22.41,0,1,Tuesday
5881,C000951,43:58.6,18.87,groceries,pos,"New York,US",2509,0.04,0,20,Thursday
5882,C000611,38:02.6,21.6,travel,online,"Toronto,CA",1123,44.3,0,22,Wednesday
5883,C004670,15:03.6,4.83,fashion,pos,"Toronto,CA",2482,22.13,0,19,Monday
5884,C003606,15:34.6,66.95,education,online,"San Francisco,US",1668,44.41,0,4,Monday
5885,C004555,26:48.6,45.01,education,online,"Bengaluru,IN",2675,22.23,0,12,Tuesday
5886,C003284,41:58.6,13.12,fashion,online,"Bengaluru,IN",1497,44.27,0,0,Wednesday
5887,C002174,41:28.6,68.89,telecom,pos,"New York,US",1293,0.17,0,14,Thursday
5888,C003485,26:21.6,187.26,fuel,pos,"San Francisco,US",3644,0.46,0,12,Tuesday
5889,C001523,16:46.6,42.15,healthcare,online,"Sydney,AU",2844,44.35,0,7,Saturday
5890,C002602,25:39.6,75.32,travel,online,"Berlin,DE",621,44.43,0,18,Saturday
5891,C002658,15:10.6,75.79,groceries,pos,"New York,US",2444,22.31,0,0,Tuesday
5892,C002160,01:23.6,12.87,healthcare,atm,"Singapore,SG",1432,44.27,0,1,Wednesday
5893,C002450,19:56.6,644.13,digital_services,pos,"Remote,Unknown",2908,53.23,0,21,Friday
5894,C003831,38:27.6,31.03,restaurants,pos,"Singapore,SG",1921,22.2,0,19,Thursday
5895,C000122,20:29.6,119.98,gaming,pos,"Berlin,DE",930,44.54,0,3,Saturday
5896,C004369,42:48.6,137.42,fuel,pos,"Remote,Unknown",387,22.46,0,20,Tuesday
5897,C001318,02:02.6,46.18,travel,atm,"Sydney,AU",2582,22.23,0,8,Friday
5898,C004494,55:20.6,113.09,entertainment,pos,"Remote,Unknown",3413,22.4,0,13,Thursday
5899,C002519,29:37.6,73.33,fashion,online,"London,UK",3611,44.42,0,13,Monday
5900,C001231,42:39.6,9.96,fashion,pos,"San Francisco,US",1941,0.02,0,9,Saturday
5901,C001134,50:24.6,36.64,healthcare,atm,"Bengaluru,IN",214,0.09,0,11,Sunday
5902,C001302,00:54.6,26.18,digital_services,online,"Remote,Unknown",2445,44.31,0,21,Sunday
5903,C004035,24:28.6,31.37,electronics,pos,"Sydney,AU",2092,22.2,0,15,Tuesday
5904,C001911,48:17.6,11.42,electronics,pos,"Sydney,AU",592,22.15,0,7,Tuesday
5905,C001506,14:16.6,210.97,travel,pos,"London,UK",366,44.77,0,4,Thursday
5906,C003186,00:40.6,373.3,education,online,"Berlin,DE",1816,45.18,0,12,Friday
5907,C001917,07:22.6,176.55,groceries,pos,"Toronto,CA",2222,44.68,0,5,Friday
5908,C004916,41:06.6,250.79,groceries,online,"Dubai,AE",273,66.99,0,2,Thursday
5909,C003549,27:09.6,36.11,groceries,online,"Dubai,AE",1797,66.45,0,3,Saturday
5910,C002758,09:52.6,25.44,utilities,atm,"Dubai,AE",3622,22.18,0,17,Thursday
5911,C001957,09:43.6,21.45,electronics,pos,"Remote,Unknown",3643,22.17,0,12,Monday
5912,C000179,32:42.6,118.26,healthcare,pos,"Remote,Unknown",490,22.41,0,8,Tuesday
5913,C000897,47:25.6,71.7,fuel,pos,"San Francisco,US",1947,0.18,0,17,Saturday
5914,C001552,38:46.6,49.77,others,pos,"London,UK",3254,22.24,0,12,Sunday
5915,C000492,40:52.6,258.31,fashion,pos,"Toronto,CA",1641,22.76,0,8,Friday
5916,C000061,43:20.6,88.76,fashion,online,"Mumbai,IN",3168,22.34,0,10,Thursday
5917,C001078,00:19.6,19.96,fuel,pos,"Berlin,DE",602,22.17,0,11,Thursday
5918,C002896,26:25.6,24.12,others,pos,"Bengaluru,IN",3143,0.06,0,7,Sunday
5919,C004161,55:40.6,123.77,fashion,pos,"Bengaluru,IN",612,0.31,0,8,Sunday
5920,C003684,00:03.6,190.58,telecom,online,"Mumbai,IN",3383,44.72,0,5,Thursday
5921,C000586,43:32.6,105.85,telecom,online,"Dubai,AE",327,44.51,0,8,Monday
5922,C003961,39:02.6,531.8,education,online,"New York,US",1707,75.07,0,1,Thursday
5923,C003771,34:04.6,388.39,others,pos,"Remote,Unknown",347,23.09,0,20,Tuesday
5924,C000535,24:13.6,92.69,digital_services,atm,"Sydney,AU",166,22.35,0,22,Tuesday
5925,C003463,23:29.6,19.96,education,atm,"London,UK",2928,44.29,0,4,Wednesday
5926,C004012,47:13.6,11.34,electronics,online,"San Francisco,US",752,44.27,0,0,Tuesday
5927,C003399,31:36.6,34.3,electronics,online,"New York,US",1240,44.33,0,0,Wednesday
5928,C002156,23:15.6,134.81,utilities,online,"New York,US",2392,44.58,0,1,Tuesday
5929,C001005,54:06.6,488.81,digital_services,online,"Bengaluru,IN",2109,52.84,0,13,Tuesday
5930,C002500,28:56.6,90.1,travel,pos,"Bengaluru,IN",1965,0.22,0,13,Wednesday
5931,C000327,32:29.6,221.95,electronics,atm,"Berlin,DE",1210,22.67,0,22,Wednesday
5932,C004704,27:17.6,40.68,education,online,"Remote,Unknown",364,44.34,0,14,Saturday
5933,C002707,25:54.6,115.28,gaming,online,"Singapore,SG",2973,44.53,0,12,Tuesday
5934,C000002,11:10.6,146.65,fuel,online,"New York,US",1024,22.49,0,21,Sunday
5935,C001034,30:33.6,5.08,fuel,online,"Dubai,AE",1206,66.38,0,4,Sunday
5936,C002482,51:42.6,33.24,fuel,pos,"San Francisco,US",1755,0.08,0,7,Tuesday
5937,C000125,31:15.6,170.65,fuel,pos,"Mumbai,IN",2082,0.42,0,22,Saturday
5938,C001105,00:38.6,75.9,groceries,pos,"Toronto,CA",405,22.31,0,20,Sunday
5939,C002700,10:46.6,12.99,others,pos,"Bengaluru,IN",1581,0.03,0,6,Tuesday
5940,C001862,30:35.6,2.96,others,online,"Berlin,DE",2945,44.25,0,17,Thursday
5941,C002921,55:55.6,35.2,education,online,"San Francisco,US",2186,22.21,0,11,Wednesday
5942,C000129,10:08.6,50.1,education,online,"Remote,Unknown",1886,66.49,0,2,Saturday
5943,C000438,01:57.6,18.9,education,pos,"San Francisco,US",2076,0.04,0,12,Friday
5944,C004847,41:06.6,64.83,utilities,pos,"San Francisco,US",106,0.16,0,12,Sunday
5945,C002549,54:50.6,100.25,groceries,pos,"Remote,Unknown",2205,44.49,0,0,Friday
5946,C003130,26:17.6,122.1,restaurants,online,"London,UK",1823,44.55,0,7,Sunday
5947,C001222,56:32.6,3.23,education,pos,"Toronto,CA",3179,22.13,0,15,Monday
5948,C000902,25:31.6,11.28,travel,online,"Berlin,DE",1257,44.27,0,22,Tuesday
5949,C003169,20:28.6,37.88,fuel,online,"Toronto,CA",196,66.46,0,1,Wednesday
5950,C004487,12:48.6,108.48,restaurants,online,"Berlin,DE",3057,44.51,0,17,Friday
5951,C003919,25:38.6,98.21,digital_services,pos,"Toronto,CA",1875,22.36,0,21,Saturday
5952,C001068,16:57.6,96.18,fuel,pos,"London,UK",202,44.48,0,4,Saturday
5953,C000027,23:50.6,34.46,digital_services,pos,"Remote,Unknown",2157,22.2,0,7,Sunday
5954,C000548,04:11.6,36.85,restaurants,online,"New York,US",543,22.21,0,17,Friday
5955,C002669,04:18.6,22.78,fuel,online,"Berlin,DE",1762,44.3,0,19,Wednesday
5956,C000567,32:26.6,137.25,education,online,"Bengaluru,IN",41,22.46,0,17,Friday
5957,C000704,47:22.6,18.09,electronics,online,"Toronto,CA",1088,66.41,0,5,Saturday
5958,C004281,00:55.6,151.42,education,online,"Berlin,DE",890,44.62,0,23,Thursday
5959,C003141,30:08.6,70.07,utilities,pos,"New York,US",682,22.29,0,2,Sunday
5960,C001591,00:50.6,51.73,utilities,online,"Berlin,DE",2860,44.37,0,12,Tuesday
5961,C004944,44:00.6,24.83,fashion,pos,"Mumbai,IN",2463,0.06,0,22,Thursday
5962,C004695,29:20.6,10.73,digital_services,pos,"Mumbai,IN",2038,0.02,0,12,Saturday
5963,C000806,06:35.6,25.1,healthcare,online,"Singapore,SG",2420,66.43,0,0,Monday
5964,C003792,18:20.6,36.74,electronics,online,"San Francisco,US",1675,22.21,0,21,Wednesday
5965,C001358,26:15.6,3.18,entertainment,pos,"Toronto,CA",2852,22.13,0,9,Sunday
5966,C003226,24:48.6,43.08,fuel,pos,"Toronto,CA",364,22.23,0,17,Sunday
5967,C003619,13:52.6,165.54,healthcare,online,"Singapore,SG",1260,44.66,0,9,Tuesday
5968,C002127,49:44.6,107.84,digital_services,atm,"Toronto,CA",2519,22.39,0,9,Sunday
5969,C002461,54:10.6,30.1,groceries,online,"Remote,Unknown",1896,66.44,0,4,Thursday
5970,C000546,02:12.6,57.76,restaurants,atm,"Berlin,DE",500,22.26,0,10,Sunday
5971,C002729,51:51.6,28.01,fashion,online,"Toronto,CA",3054,44.31,0,9,Monday
5972,C003735,28:43.6,65.27,groceries,pos,"Dubai,AE",2471,22.28,0,11,Friday
5973,C002563,52:31.6,346.59,education,pos,"San Francisco,US",579,0.86,0,6,Sunday
5974,C002080,47:37.6,174.55,electronics,pos,"London,UK",1212,22.56,0,18,Wednesday
5975,C002642,14:53.6,102,groceries,online,"Remote,Unknown",3612,44.5,0,11,Saturday
5976,C003115,30:23.6,30.22,education,online,"Berlin,DE",2451,44.32,0,15,Sunday
5977,C001927,23:57.6,134.28,healthcare,pos,"Berlin,DE",2542,22.45,0,21,Tuesday
5978,C000617,12:53.6,7.21,entertainment,pos,"Remote,Unknown",1747,22.14,0,12,Thursday
5979,C003645,14:04.6,40.33,education,pos,"Bengaluru,IN",1258,0.1,0,13,Wednesday
5980,C001204,37:32.6,110,gaming,online,"Bengaluru,IN",2540,22.39,0,18,Saturday
5981,C001760,16:35.6,132.76,digital_services,online,"London,UK",2973,44.57,0,21,Friday
5982,C002566,46:59.6,121.98,travel,pos,"Berlin,DE",946,22.42,0,22,Wednesday
5983,C003175,58:40.6,77.77,fashion,online,"Sydney,AU",2579,44.44,0,23,Wednesday
5984,C003082,00:31.6,43.17,education,online,"Dubai,AE",1336,66.47,0,4,Saturday
5985,C002631,00:34.6,104.12,groceries,pos,"New York,US",2989,22.38,0,4,Tuesday
5986,C003162,51:06.6,17.4,gaming,pos,"Sydney,AU",2161,22.16,0,11,Monday
5987,C004322,44:45.6,19.81,digital_services,online,"San Francisco,US",1525,22.17,0,11,Thursday
5988,C000670,45:17.6,58.8,utilities,online,"Remote,Unknown",2392,44.39,0,13,Wednesday
5989,C003169,26:40.6,67.21,education,pos,"Singapore,SG",358,22.29,0,14,Friday
5990,C002122,27:03.6,6.11,healthcare,online,"Bengaluru,IN",126,22.13,0,21,Saturday
5991,C004079,37:41.6,94.27,gaming,pos,"Sydney,AU",1744,22.35,0,23,Tuesday
5992,C004152,04:47.6,138,entertainment,online,"Berlin,DE",2130,44.59,0,15,Monday
5993,C000720,43:18.6,49.76,travel,online,"London,UK",252,44.37,0,7,Monday
5994,C002601,56:14.6,943.28,education,pos,"Dubai,AE",1577,53.98,0,19,Saturday
5995,C003599,03:05.6,24.06,digital_services,pos,"Dubai,AE",382,44.3,0,2,Thursday
5996,C004670,39:27.6,35.4,digital_services,online,"London,UK",1805,44.33,0,10,Friday
5997,C000667,59:39.6,33.99,travel,online,"Bengaluru,IN",1988,22.2,0,14,Saturday
5998,C000284,43:49.6,49.83,gaming,online,"Mumbai,IN",717,22.24,0,19,Thursday
5999,C003904,49:07.6,36.8,fuel,pos,"Mumbai,IN",1123,22.21,0,0,Friday
6000,C003566,48:24.6,10.09,healthcare,online,"Mumbai,IN",2500,22.14,0,18,Tuesday
6001,C002235,13:23.6,28.34,telecom,pos,"Singapore,SG",2643,22.19,0,8,Tuesday
6002,C004594,47:16.6,48.56,fashion,pos,"Sydney,AU",24,44.36,0,10,Tuesday
6003,C001466,53:22.6,238.48,healthcare,pos,"Sydney,AU",3489,22.72,0,7,Saturday
6004,C000130,05:19.6,767.16,fuel,pos,"San Francisco,US",353,31.41,0,9,Wednesday
6005,C004735,08:42.6,271.12,restaurants,pos,"Mumbai,IN",2121,0.67,0,14,Sunday
6006,C002061,13:33.6,21.53,healthcare,online,"San Francisco,US",695,44.3,0,3,Friday
6007,C003673,36:43.6,23.69,travel,online,"Berlin,DE",515,44.3,0,13,Thursday
6008,C002495,40:05.6,45.1,entertainment,online,"Remote,Unknown",771,44.35,0,19,Friday
6009,C000993,34:38.6,464.74,healthcare,pos,"Mumbai,IN",1054,52.78,0,3,Monday
6010,C002122,01:54.6,44.77,groceries,pos,"Berlin,DE",658,22.23,0,6,Wednesday
6011,C002585,07:13.6,11.1,entertainment,online,"Bengaluru,IN",1474,22.15,0,13,Friday
6012,C004197,47:30.6,29.92,gaming,pos,"Dubai,AE",3552,22.19,0,22,Thursday
6013,C002224,27:08.6,135.43,fashion,pos,"Dubai,AE",2987,22.46,0,8,Thursday
6014,C004523,45:34.6,124.95,telecom,pos,"Berlin,DE",1481,44.55,0,4,Saturday
6015,C003189,59:54.6,42.94,travel,online,"Mumbai,IN",2882,22.23,0,23,Friday
6016,C003238,56:51.6,123.98,others,online,"London,UK",1748,44.55,0,7,Sunday
6017,C004137,32:44.6,3.57,restaurants,pos,"Sydney,AU",1051,22.13,0,12,Saturday
6018,C004525,14:11.6,61.84,education,online,"Mumbai,IN",1380,22.27,0,9,Sunday
6019,C000344,35:41.6,153.37,utilities,pos,"Toronto,CA",622,44.63,0,5,Monday
6020,C004462,05:50.6,20.1,education,atm,"Toronto,CA",19,44.29,0,19,Saturday
6021,C004705,44:27.6,20.01,others,pos,"Singapore,SG",2576,22.17,0,22,Thursday
6022,C004824,29:51.6,5.81,entertainment,pos,"Sydney,AU",794,44.26,0,3,Saturday
6023,C002277,06:39.6,367.92,fuel,pos,"Toronto,CA",3342,23.04,0,14,Wednesday
6024,C004921,12:40.6,23.01,gaming,online,"New York,US",3631,22.18,0,8,Monday
6025,C003202,17:04.6,72.91,others,atm,"Singapore,SG",1170,22.3,0,12,Wednesday
6026,C000889,49:50.6,112.7,entertainment,atm,"Dubai,AE",1903,22.4,0,17,Monday
6027,C002044,17:35.6,335.12,utilities,pos,"Mumbai,IN",542,0.83,0,9,Thursday
6028,C001342,54:58.6,45.39,healthcare,online,"Berlin,DE",617,44.35,0,6,Wednesday
6029,C003721,49:16.6,28.58,groceries,online,"Toronto,CA",3221,44.31,0,9,Tuesday
6030,C002884,04:13.6,67.2,fuel,online,"Dubai,AE",1941,66.53,1,0,Saturday
6031,C004213,45:18.6,254.91,others,pos,"Remote,Unknown",3632,22.76,0,9,Tuesday
6032,C002416,48:58.6,44.51,utilities,online,"Sydney,AU",1207,66.48,0,4,Saturday
6033,C001118,24:25.6,17.36,utilities,pos,"San Francisco,US",3114,0.04,0,16,Sunday
6034,C004264,36:40.6,8.59,groceries,pos,"Bengaluru,IN",165,22.14,0,0,Tuesday
6035,C003002,10:39.6,12.61,fashion,online,"Remote,Unknown",2857,44.27,0,13,Wednesday
6036,C001739,43:31.6,154.05,telecom,pos,"London,UK",2912,22.5,0,23,Saturday
6037,C001365,41:17.6,37.16,entertainment,online,"Dubai,AE",3166,44.33,0,22,Sunday
6038,C002709,18:24.6,26.34,healthcare,pos,"Berlin,DE",1238,44.31,0,3,Friday
6039,C004791,58:51.6,23.12,entertainment,online,"Singapore,SG",1212,66.42,0,2,Wednesday
6040,C000925,15:34.6,60.46,travel,online,"Remote,Unknown",3160,44.39,0,13,Wednesday
6041,C000152,00:09.6,40.96,gaming,online,"Bengaluru,IN",1482,22.22,0,14,Thursday
6042,C000586,08:58.6,39.34,others,atm,"Bengaluru,IN",1496,0.09,0,22,Thursday
6043,C000913,50:01.6,275.67,fuel,pos,"London,UK",1793,22.81,0,21,Thursday
6044,C002322,17:47.6,345.72,restaurants,online,"Toronto,CA",1078,45.11,0,13,Tuesday
6045,C000496,18:30.6,7.91,telecom,online,"Toronto,CA",2420,44.26,0,23,Wednesday
6046,C003796,17:22.6,80.89,others,pos,"New York,US",3589,0.2,0,16,Saturday
6047,C002149,50:50.6,21.49,travel,online,"London,UK",1951,44.3,0,14,Friday
6048,C000557,40:04.6,40.53,utilities,atm,"London,UK",365,22.22,0,6,Saturday
6049,C001553,22:45.6,79.13,restaurants,atm,"Singapore,SG",3109,44.44,0,3,Thursday
6050,C002121,23:17.6,42.3,education,pos,"Sydney,AU",119,22.22,0,18,Friday
6051,C003086,58:14.6,71.99,digital_services,atm,"Mumbai,IN",409,0.18,0,18,Thursday
6052,C003505,47:30.6,122.43,entertainment,online,"New York,US",363,22.42,0,12,Saturday
6053,C000157,37:20.6,77.75,utilities,online,"San Francisco,US",3441,22.31,0,13,Saturday
6054,C000735,30:40.6,25.12,gaming,online,"Berlin,DE",958,66.43,0,1,Thursday
6055,C004655,17:39.6,25.66,groceries,online,"Remote,Unknown",1177,44.31,0,8,Wednesday
6056,C003277,52:47.6,9.7,healthcare,atm,"Berlin,DE",323,22.14,0,10,Sunday
6057,C000155,24:43.6,19.6,digital_services,online,"Remote,Unknown",758,44.29,0,6,Sunday
6058,C000997,28:57.6,575.06,electronics,pos,"London,UK",3366,53.05,0,21,Sunday
6059,C002295,35:35.6,21.11,fuel,pos,"Remote,Unknown",3552,22.17,0,17,Friday
6060,C004627,47:50.6,13.04,digital_services,online,"London,UK",2992,66.4,0,5,Friday
6061,C002906,34:55.6,80.15,travel,online,"Toronto,CA",3550,44.44,0,9,Wednesday
6062,C004825,08:42.6,47.83,healthcare,online,"Remote,Unknown",448,44.36,0,19,Saturday
6063,C001178,03:05.6,43.18,utilities,online,"Singapore,SG",3202,44.35,1,6,Saturday
6064,C000154,56:32.6,296.15,healthcare,pos,"Berlin,DE",2752,22.86,0,12,Friday
6065,C004188,20:31.6,105.53,utilities,pos,"Remote,Unknown",2757,22.38,0,15,Friday
6066,C001717,35:07.6,28.9,groceries,pos,"Singapore,SG",1792,22.19,0,9,Saturday
6067,C003203,15:11.6,32.81,gaming,pos,"Mumbai,IN",3027,22.2,0,0,Wednesday
6068,C002858,44:31.6,29.87,education,online,"Singapore,SG",1684,66.44,0,5,Friday
6069,C000787,09:38.6,155.97,healthcare,online,"Mumbai,IN",2390,22.51,0,19,Thursday
6070,C004369,07:49.6,37.72,fashion,pos,"Sydney,AU",1291,22.21,0,16,Wednesday
6071,C004273,57:28.6,6.35,telecom,online,"Dubai,AE",3410,44.26,1,19,Friday
6072,C003768,02:02.6,51.52,gaming,online,"Dubai,AE",475,44.37,0,6,Monday
6073,C002879,23:21.6,8.63,travel,pos,"Toronto,CA",3487,22.14,0,23,Friday
6074,C000643,17:20.6,750.75,gaming,atm,"Mumbai,IN",291,31.37,0,23,Monday
6075,C004663,46:24.6,17.14,education,atm,"Singapore,SG",172,22.16,0,17,Friday
6076,C000666,21:44.6,44.96,electronics,online,"Sydney,AU",1463,44.35,0,19,Tuesday
6077,C003427,09:06.6,74.43,groceries,pos,"Mumbai,IN",301,0.18,0,9,Wednesday
6078,C003784,16:23.6,38.61,education,online,"Berlin,DE",2197,44.34,0,23,Monday
6079,C003702,12:51.6,38.55,gaming,atm,"Singapore,SG",2708,22.22,0,11,Thursday
6080,C001070,42:27.6,90.58,restaurants,online,"Bengaluru,IN",3337,22.35,0,19,Sunday
6081,C002350,32:40.6,340.86,electronics,online,"Berlin,DE",3167,45.09,0,19,Thursday
6082,C004504,41:05.6,137.14,gaming,pos,"Singapore,SG",2746,22.46,0,12,Wednesday
6083,C001213,31:16.6,321.89,telecom,atm,"Singapore,SG",3015,22.92,0,7,Wednesday
6084,C001153,07:10.6,15.55,telecom,pos,"Remote,Unknown",2465,22.16,0,9,Saturday
6085,C002512,51:31.6,79.9,groceries,online,"New York,US",2305,22.32,0,22,Saturday
6086,C000144,26:36.6,65.78,others,pos,"San Francisco,US",1747,0.16,0,21,Monday
6087,C002490,22:00.6,83.21,healthcare,pos,"Remote,Unknown",515,22.33,0,19,Sunday
6088,C003229,04:51.6,284.71,restaurants,pos,"Remote,Unknown",679,22.83,0,23,Friday
6089,C004583,09:43.6,41.89,electronics,online,"New York,US",3422,44.35,0,4,Thursday
6090,C004956,35:46.6,33.56,restaurants,online,"Toronto,CA",912,44.33,0,9,Wednesday
6091,C003206,58:44.6,103.62,telecom,pos,"Singapore,SG",2253,22.38,0,7,Thursday
6092,C004244,52:27.6,6.46,digital_services,pos,"Remote,Unknown",690,22.13,0,19,Thursday
6093,C003143,25:33.6,41.09,education,pos,"Singapore,SG",344,22.22,0,19,Tuesday
6094,C003305,29:00.6,46.48,telecom,online,"Mumbai,IN",2513,22.23,0,7,Sunday
6095,C001358,16:24.6,18.09,others,pos,"London,UK",3611,22.16,0,14,Wednesday
6096,C002714,01:49.6,194.12,groceries,atm,"San Francisco,US",29,44.73,0,4,Sunday
6097,C004186,04:17.6,15.26,utilities,online,"London,UK",3448,44.28,0,20,Saturday
6098,C001358,36:58.6,46.38,restaurants,pos,"Sydney,AU",2153,44.36,0,5,Wednesday
6099,C004295,06:57.6,77.62,electronics,online,"Dubai,AE",2382,44.44,0,12,Wednesday
6100,C004634,29:14.6,277.03,entertainment,online,"Mumbai,IN",3141,22.81,0,13,Sunday
6101,C003193,09:49.6,53.91,fashion,pos,"Bengaluru,IN",107,0.13,0,10,Wednesday
6102,C000301,31:33.6,167.9,education,pos,"Sydney,AU",1716,44.66,0,4,Saturday
6103,C000724,39:34.6,126.56,entertainment,pos,"San Francisco,US",102,0.31,0,23,Wednesday
6104,C003011,29:09.6,63.32,digital_services,online,"New York,US",1286,22.28,0,6,Tuesday
6105,C000068,07:32.6,14.77,education,online,"Mumbai,IN",1688,44.28,0,2,Tuesday
6106,C003837,37:41.6,9.76,education,atm,"San Francisco,US",2600,0.02,0,19,Saturday
6107,C003994,05:44.6,62.04,electronics,online,"Dubai,AE",3361,44.4,0,7,Monday
6108,C002507,13:07.6,28.47,travel,pos,"San Francisco,US",2185,0.07,0,14,Tuesday
6109,C001538,52:21.6,164.53,education,online,"Bengaluru,IN",490,22.53,0,21,Sunday
6110,C000398,29:26.6,133.62,telecom,atm,"Berlin,DE",67,22.45,0,15,Friday
6111,C004716,20:05.6,43.75,fuel,atm,"Dubai,AE",3223,22.23,0,9,Thursday
6112,C003358,21:03.6,13.61,gaming,online,"Dubai,AE",278,44.28,0,9,Friday
6113,C001164,04:03.6,100.77,digital_services,pos,"London,UK",1864,22.37,0,14,Friday
6114,C004826,34:46.6,16.09,utilities,online,"Bengaluru,IN",2260,44.28,0,1,Tuesday
6115,C000556,38:20.6,21.97,education,online,"Sydney,AU",1374,66.42,0,4,Sunday
6116,C003662,26:20.6,16.86,others,pos,"Remote,Unknown",628,44.28,0,0,Thursday
6117,C001752,12:16.6,46.24,healthcare,pos,"London,UK",2696,22.23,0,11,Monday
6118,C002942,23:00.6,222.35,fuel,online,"San Francisco,US",1171,22.67,0,13,Sunday
6119,C002658,57:26.6,54.27,restaurants,pos,"Bengaluru,IN",365,0.13,0,8,Saturday
6120,C002796,59:11.6,32.08,groceries,online,"Singapore,SG",678,66.44,0,3,Monday
6121,C002330,26:46.6,8.75,electronics,online,"Bengaluru,IN",3300,22.14,0,12,Saturday
6122,C001960,29:53.6,105.91,electronics,pos,"Berlin,DE",1716,22.38,0,15,Saturday
6123,C001602,30:57.6,21.4,telecom,pos,"San Francisco,US",3362,0.05,0,6,Monday
6124,C002794,43:35.6,62.87,travel,pos,"Toronto,CA",3402,22.28,0,14,Thursday
6125,C001481,14:44.6,35.69,telecom,pos,"Bengaluru,IN",2911,0.09,0,16,Tuesday
6126,C001103,51:24.6,149.28,others,pos,"New York,US",2443,0.37,0,22,Wednesday
6127,C003277,53:09.6,45.21,healthcare,pos,"Mumbai,IN",555,22.23,0,0,Tuesday
6128,C001300,19:52.6,50.87,groceries,online,"Singapore,SG",803,66.49,0,2,Wednesday
6129,C004995,02:19.6,97.8,utilities,pos,"Dubai,AE",1163,22.36,0,9,Tuesday
6130,C003880,07:07.6,684.25,others,pos,"Toronto,CA",424,53.33,0,21,Thursday
6131,C001536,41:27.6,158.56,others,pos,"Berlin,DE",1277,22.52,0,10,Thursday
6132,C000078,40:33.6,49.09,digital_services,pos,"Bengaluru,IN",416,0.12,0,19,Sunday
6133,C002832,19:36.6,54.81,fashion,online,"San Francisco,US",2993,44.38,0,2,Sunday
6134,C003411,26:19.6,29.08,fashion,online,"Toronto,CA",1531,44.31,0,19,Friday
6135,C002722,11:56.6,17.46,entertainment,pos,"Sydney,AU",2394,22.16,0,21,Sunday
6136,C003628,22:32.6,28.13,telecom,online,"Singapore,SG",2006,44.31,0,23,Monday
6137,C001533,59:51.6,21.62,gaming,pos,"San Francisco,US",2745,0.05,0,15,Sunday
6138,C000238,33:33.6,119.59,fashion,pos,"San Francisco,US",577,0.3,0,6,Wednesday
6139,C001997,23:10.6,15.1,fashion,pos,"Sydney,AU",2864,44.28,0,3,Thursday
6140,C003428,56:32.6,270.39,others,pos,"Toronto,CA",2013,22.8,0,13,Thursday
6141,C000278,11:41.6,134.62,restaurants,online,"Toronto,CA",180,44.58,0,19,Thursday
6142,C003090,52:14.6,55.96,entertainment,atm,"Sydney,AU",1831,22.26,0,18,Tuesday
6143,C000524,53:49.6,54.62,telecom,pos,"New York,US",214,22.26,0,4,Saturday
6144,C004276,23:34.6,27.97,telecom,online,"London,UK",2486,66.43,0,5,Sunday
6145,C004219,06:36.6,75.5,others,online,"Singapore,SG",3552,44.43,0,10,Thursday
6146,C003123,43:04.6,201.48,healthcare,online,"Dubai,AE",153,66.87,0,0,Tuesday
6147,C004576,05:47.6,23.48,education,pos,"Berlin,DE",2920,22.18,0,15,Saturday
6148,C001798,38:18.6,8.67,groceries,online,"Remote,Unknown",941,66.39,0,2,Friday
6149,C002132,49:28.6,126.96,telecom,online,"New York,US",1437,22.44,0,16,Saturday
6150,C000816,19:23.6,80.58,electronics,online,"Dubai,AE",1147,44.44,0,11,Saturday
